agency_cd,site_no,month,day,year,max_water_temp_c,min_water_temp_c,mean_water_temp_c
USGS,9352900,6,28,2019,9.3,4.1,6
USGS,9352900,6,29,2019,8.2,4.7,6.1
USGS,9352900,6,30,2019,8.4,5.2,6.3
USGS,9352900,7,1,2019,9,4.9,6.4
USGS,9352900,7,2,2019,7.8,4.8,6.2
USGS,9352900,7,3,2019,9.7,4.7,6.6
USGS,9352900,7,4,2019,9.5,4.3,6.4
USGS,9352900,7,5,2019,9.7,4.4,6.5
USGS,9352900,7,6,2019,9.4,4.8,6.7
USGS,9352900,7,7,2019,10.3,5.1,7.1
USGS,9352900,7,8,2019,9.1,5.4,6.9
USGS,9352900,7,9,2019,9.9,4.2,6.6
USGS,9352900,7,10,2019,10.6,4.7,7.2
USGS,9352900,7,11,2019,9.8,5.1,7.3
USGS,9352900,7,12,2019,9.2,5.5,7.3
USGS,9352900,7,13,2019,9.9,5.7,7.4
USGS,9352900,7,14,2019,9.2,6.1,7.6
USGS,9352900,7,15,2019,11,5.8,8.1
USGS,9352900,7,16,2019,10.6,5.9,8.2
USGS,9352900,7,17,2019,11.1,6.5,8.5
USGS,9352900,7,18,2019,11.7,5.8,8.3
USGS,9352900,7,19,2019,12,6,8.7
USGS,9352900,7,20,2019,10.5,6.7,8.5
USGS,9352900,7,21,2019,11.8,6.1,8.9
USGS,9352900,7,22,2019,11.9,7,9
USGS,9352900,7,23,2019,10.6,6.8,8.6
USGS,9352900,7,24,2019,11,7.6,9.1
USGS,9352900,7,25,2019,11.9,7.7,9.7
USGS,9352900,7,26,2019,12.1,8.1,10
USGS,9352900,7,27,2019,12.4,7.8,9.9
USGS,9352900,7,28,2019,13.6,7.8,10.3
USGS,9352900,7,29,2019,13.5,7.5,10.2
USGS,9352900,7,30,2019,13.6,8.3,10.3
USGS,9352900,7,31,2019,14,8.3,10.8
USGS,9352900,8,1,2019,12.3,9.2,10.5
USGS,9352900,8,2,2019,13.4,8.5,10.8
USGS,9352900,8,3,2019,12.7,9.1,10.9
USGS,9352900,8,4,2019,12,8.7,10.2
USGS,9352900,8,5,2019,14.5,8.3,11.2
USGS,9352900,8,6,2019,14.1,9.1,11.4
USGS,9352900,8,7,2019,14.3,9.2,11.5
USGS,9352900,8,8,2019,12.7,9.2,10.8
USGS,9352900,8,9,2019,11,8.7,9.9
USGS,9352900,8,10,2019,13.3,8.7,10.7
USGS,9352900,8,11,2019,11.9,10,10.9
USGS,9352900,8,12,2019,13,8.2,10.4
USGS,9352900,8,13,2019,12.8,7.9,10.2
USGS,9352900,8,14,2019,13.3,8.1,10.4
USGS,9352900,8,15,2019,12.4,7.9,10
USGS,9352900,8,16,2019,12.2,7.9,10
USGS,9352900,8,17,2019,12.7,7.6,10.1
USGS,9352900,8,18,2019,13.3,7.5,10.4
USGS,9352900,8,19,2019,13.4,8.2,10.5
USGS,9352900,8,20,2019,13.7,8.3,10.8
USGS,9352900,8,21,2019,11.1,9,10
USGS,9352900,8,22,2019,11.5,7.8,9.6
USGS,9352900,8,23,2019,12.1,8,9.9
USGS,9352900,8,24,2019,13.1,7.9,10.4
USGS,9352900,8,25,2019,13.9,8.4,11.1
USGS,9352900,8,26,2019,14.3,8.9,11.7
USGS,9352900,8,27,2019,13.8,8.7,11.4
USGS,9352900,8,28,2019,13.1,7.8,10.7
USGS,9352900,8,29,2019,11.8,8,10.1
USGS,9352900,8,30,2019,12.5,8.4,10.5
USGS,9352900,8,31,2019,12.8,9.1,11.1
USGS,9352900,9,1,2019,14.3,9.7,12
USGS,9352900,9,2,2019,13.6,10.1,11.9
USGS,9352900,9,3,2019,12.3,9.6,11.1
USGS,9352900,9,4,2019,14.7,10.2,12.5
USGS,9352900,9,5,2019,14,10.1,12.3
USGS,9352900,9,6,2019,13.4,10.3,11.8
USGS,9352900,9,7,2019,12,10.1,11.2
USGS,9352900,9,8,2019,12,9.5,10.6
USGS,9352900,9,9,2019,12.1,8.2,10.3
USGS,9352900,9,10,2019,11.3,8.2,10
USGS,9352900,9,11,2019,11.9,9.9,10.8
USGS,9352900,9,12,2019,11.1,7.3,9.5
USGS,9352900,9,13,2019,11.1,6.8,9.2
USGS,9352900,9,14,2019,11.5,7.1,9.6
USGS,9352900,9,15,2019,10.7,8.2,9
USGS,9352900,9,16,2019,11.4,8.7,10.1
USGS,9352900,9,17,2019,11.6,9.6,10.6
USGS,9352900,9,18,2019,11.9,8.4,10.1
USGS,9352900,9,19,2019,11.2,8.2,9.7
USGS,9352900,9,20,2019,11.3,8.4,9.8
USGS,9352900,9,21,2019,9.8,6.1,8.2
USGS,9352900,9,22,2019,9.4,5.5,7.8
USGS,9352900,9,23,2019,8.5,6.3,7.1
USGS,9352900,9,24,2019,9.7,5.3,7.7
USGS,9352900,9,25,2019,10.2,6.4,8.6
USGS,9352900,9,26,2019,10.8,7.4,9.3
USGS,9352900,9,27,2019,10.6,7.5,9.2
USGS,9352900,9,28,2019,10.7,7.4,9.3
USGS,9352900,9,29,2019,10.6,8.4,9.5
USGS,9352900,9,30,2019,10.7,7.5,9
USGS,9352900,10,1,2019,9.2,6.1,8
USGS,9352900,10,2,2019,8.3,5.4,7.1
USGS,9352900,10,3,2019,8.3,4.6,6.7
USGS,9352900,10,4,2019,9.3,7.4,8.3
USGS,9352900,10,5,2019,8.4,5.5,7.3
USGS,9352900,10,6,2019,7.8,4.8,6.6
USGS,9352900,10,7,2019,7.4,4.4,6.2
USGS,9352900,10,8,2019,7.8,4.5,6.3
USGS,9352900,10,9,2019,7.3,4.3,6.2
USGS,9352900,10,10,2019,7.2,4.5,6.1
USGS,9352900,10,11,2019,4.5,1.5,3.2
USGS,9352900,10,12,2019,4.5,1.4,3.1
USGS,9352900,10,13,2019,4.8,1.5,3.4
USGS,9352900,10,14,2019,5.6,2.7,4.3
USGS,9352900,10,15,2019,5.6,3,4.5
USGS,9352900,10,16,2019,6,3.2,4.8
USGS,9352900,10,17,2019,6.2,3.7,5.1
USGS,9352900,10,18,2019,6.5,4.8,5.6
USGS,9352900,10,19,2019,4.8,2.5,3.9
USGS,9352900,10,20,2019,4.6,2.8,3.7
USGS,9352900,10,21,2019,3.7,1.1,2.5
USGS,9352900,10,22,2019,4.1,1.3,2.8
USGS,9352900,10,23,2019,4.5,2.3,3.5
USGS,9352900,10,24,2019,3.6,1.9,2.8
USGS,9352900,10,25,2019,3.4,0.9,2.3
USGS,9352900,10,26,2019,3.9,1.3,2.7
USGS,9352900,10,27,2019,4.2,2,3.2
USGS,9352900,10,28,2019,3.9,1.8,2.8
USGS,9352900,10,29,2019,1.9,1.1,1.4
USGS,9352900,10,30,2019,1.3,0.3,0.7
USGS,9352900,10,31,2019,0.7,0.3,0.4
USGS,9352900,11,1,2019,0.9,0.3,0.5
USGS,9352900,11,2,2019,1.3,0.4,0.7
USGS,9352900,11,3,2019,2.1,0.3,1.1
USGS,9352900,11,4,2019,2.9,0.5,1.7
USGS,9352900,11,5,2019,3.2,1,2.1
USGS,9352900,11,6,2019,3.2,1.2,2.2
USGS,9352900,11,7,2019,3.3,1.3,2.4
USGS,9352900,11,8,2019,3,1.2,2.3
USGS,9352900,11,9,2019,3.5,1.5,2.5
USGS,9352900,11,10,2019,3.1,2,2.7
USGS,9352900,11,11,2019,3,1.3,2.3
USGS,9352900,11,12,2019,2.6,0.8,1.7
USGS,9352900,11,13,2019,2.5,0.6,1.6
USGS,9352900,11,14,2019,2.5,0.7,1.7
USGS,9352900,11,15,2019,2.6,1,1.8
USGS,9352900,11,16,2019,3.1,1.4,2.2
USGS,9352900,11,17,2019,2.6,0.9,1.9
USGS,9352900,11,18,2019,2.5,1,1.8
USGS,9352900,11,19,2019,2.3,1,1.7
USGS,9352900,11,20,2019,2.6,1.5,2
USGS,9352900,11,21,2019,2,0.9,1.4
USGS,9352900,11,22,2019,1.9,0.8,1.3
USGS,9352900,11,23,2019,1.4,0.4,0.8
USGS,9352900,11,24,2019,0.7,0.4,0.5
USGS,9352900,11,25,2019,0.8,0.4,0.5
USGS,9352900,11,26,2019,0.6,0.4,0.4
USGS,9352900,11,27,2019,0.4,0.4,0.4
USGS,9352900,11,28,2019,0.4,0.4,0.4
USGS,9352900,11,29,2019,0.4,0.4,0.4
USGS,9352900,11,30,2019,0.4,0.4,0.4
USGS,9352900,12,1,2019,,,
USGS,9352900,12,2,2019,,,
USGS,9352900,12,3,2019,,,
USGS,9352900,12,4,2019,,,
USGS,9352900,12,5,2019,,,
USGS,9352900,12,6,2019,,,
USGS,9352900,12,7,2019,,,
USGS,9352900,12,8,2019,,,
USGS,9352900,12,9,2019,,,
USGS,9352900,12,10,2019,,,
USGS,9352900,12,11,2019,,,
USGS,9352900,12,12,2019,,,
USGS,9352900,12,13,2019,,,
USGS,9352900,12,14,2019,,,
USGS,9352900,12,15,2019,,,
USGS,9352900,12,16,2019,,,
USGS,9352900,12,17,2019,,,
USGS,9352900,12,18,2019,,,
USGS,9352900,12,19,2019,,,
USGS,9352900,12,20,2019,,,
USGS,9352900,12,21,2019,,,
USGS,9352900,12,22,2019,,,
USGS,9352900,12,23,2019,,,
USGS,9352900,12,24,2019,,,
USGS,9352900,12,25,2019,,,
USGS,9352900,12,26,2019,,,
USGS,9352900,12,27,2019,,,
USGS,9352900,12,28,2019,,,
USGS,9352900,12,29,2019,,,
USGS,9352900,12,30,2019,,,
USGS,9352900,12,31,2019,,,
USGS,9352900,1,1,2020,,,
USGS,9352900,1,2,2020,,,
USGS,9352900,1,3,2020,,,
USGS,9352900,1,4,2020,,,
USGS,9352900,1,5,2020,,,
USGS,9352900,1,6,2020,,,
USGS,9352900,1,7,2020,,,
USGS,9352900,1,8,2020,,,
USGS,9352900,1,9,2020,,,
USGS,9352900,1,10,2020,,,
USGS,9352900,1,11,2020,,,
USGS,9352900,1,12,2020,,,
USGS,9352900,1,13,2020,,,
USGS,9352900,1,14,2020,,,
USGS,9352900,1,15,2020,,,
USGS,9352900,1,16,2020,,,
USGS,9352900,1,17,2020,,,
USGS,9352900,1,18,2020,,,
USGS,9352900,1,19,2020,,,
USGS,9352900,1,20,2020,,,
USGS,9352900,1,21,2020,,,
USGS,9352900,1,22,2020,,,
USGS,9352900,1,23,2020,,,
USGS,9352900,1,24,2020,,,
USGS,9352900,1,25,2020,,,
USGS,9352900,1,26,2020,,,
USGS,9352900,1,27,2020,,,
USGS,9352900,1,28,2020,,,
USGS,9352900,1,29,2020,,,
USGS,9352900,1,30,2020,,,
USGS,9352900,1,31,2020,,,
USGS,9352900,2,1,2020,,,
USGS,9352900,2,2,2020,,,
USGS,9352900,2,3,2020,,,
USGS,9352900,2,4,2020,,,
USGS,9352900,2,5,2020,,,
USGS,9352900,2,6,2020,,,
USGS,9352900,2,7,2020,,,
USGS,9352900,2,8,2020,,,
USGS,9352900,2,9,2020,,,
USGS,9352900,2,10,2020,,,
USGS,9352900,2,11,2020,,,
USGS,9352900,2,12,2020,,,
USGS,9352900,2,13,2020,,,
USGS,9352900,2,14,2020,,,
USGS,9352900,2,15,2020,,,
USGS,9352900,2,16,2020,,,
USGS,9352900,2,17,2020,,,
USGS,9352900,2,18,2020,,,
USGS,9352900,2,19,2020,,,
USGS,9352900,2,20,2020,,,
USGS,9352900,2,21,2020,,,
USGS,9352900,2,22,2020,,,
USGS,9352900,2,23,2020,,,
USGS,9352900,2,24,2020,,,
USGS,9352900,2,25,2020,,,
USGS,9352900,2,26,2020,,,
USGS,9352900,2,27,2020,,,
USGS,9352900,2,28,2020,,,
USGS,9352900,2,29,2020,,,
USGS,9352900,3,1,2020,1.4,0.5,0.9
USGS,9352900,3,2,2020,2,0.7,1.3
USGS,9352900,3,3,2020,2.2,0.4,1.2
USGS,9352900,3,4,2020,2.7,0.7,1.6
USGS,9352900,3,5,2020,2.6,0.6,1.5
USGS,9352900,3,6,2020,2.4,0.6,1.4
USGS,9352900,3,7,2020,2.9,0.8,1.8
USGS,9352900,3,8,2020,2.7,1.7,2.2
USGS,9352900,3,9,2020,2.6,0.9,1.8
USGS,9352900,3,10,2020,2.3,1.5,2
USGS,9352900,3,11,2020,2.6,1.8,2.1
USGS,9352900,3,12,2020,3.8,1.6,2.6
USGS,9352900,3,13,2020,3,0.8,1.6
USGS,9352900,3,14,2020,2.9,0.8,1.8
USGS,9352900,3,15,2020,4.2,1.9,2.9
USGS,9352900,3,16,2020,4.4,1.3,2.9
USGS,9352900,3,17,2020,3.8,2,2.9
USGS,9352900,3,18,2020,3,1.9,2.5
USGS,9352900,3,19,2020,1.9,0.4,0.7
USGS,9352900,3,20,2020,2.6,0.4,1.4
USGS,9352900,3,21,2020,2.5,0.8,1.5
USGS,9352900,3,22,2020,3.4,0.8,2.1
USGS,9352900,3,23,2020,3.2,1.4,2.3
USGS,9352900,3,24,2020,5,1.3,3
USGS,9352900,3,25,2020,4,2,2.9
USGS,9352900,3,26,2020,4.9,2.5,3.5
USGS,9352900,3,27,2020,3.4,1.2,2.3
USGS,9352900,3,28,2020,2.9,0.3,1.5
USGS,9352900,3,29,2020,2.7,0.3,1.5
USGS,9352900,3,30,2020,4.9,1.4,2.9
USGS,9352900,3,31,2020,5.4,1.1,3.4
USGS,9352900,4,1,2020,5.3,2.1,3.8
USGS,9352900,4,2,2020,4.3,2.7,3.6
USGS,9352900,4,3,2020,5.6,1.7,3.6
USGS,9352900,4,4,2020,5.2,2.6,3.9
USGS,9352900,4,5,2020,6.7,2.4,4.5
USGS,9352900,4,6,2020,6.7,2.3,4.5
USGS,9352900,4,7,2020,6.6,1.8,4.2
USGS,9352900,4,8,2020,6.9,1.7,4.1
USGS,9352900,4,9,2020,7,2.3,4.3
USGS,9352900,4,10,2020,6.8,1.9,4
USGS,9352900,4,11,2020,6.1,1.4,3.6
USGS,9352900,4,12,2020,6,2,3.7
USGS,9352900,4,13,2020,5.3,1.5,3.2
USGS,9352900,4,14,2020,5,0.4,2.7
USGS,9352900,4,15,2020,4.5,0.4,2.6
USGS,9352900,4,16,2020,5.3,2.6,3.8
USGS,9352900,4,17,2020,7.5,2.4,4.8
USGS,9352900,4,18,2020,6.1,3.1,4.6
USGS,9352900,4,19,2020,6.5,2.5,4.5
USGS,9352900,4,20,2020,6.2,2.5,4.3
USGS,9352900,4,21,2020,6.1,3.3,4.5
USGS,9352900,4,22,2020,8.2,2.4,5.1
USGS,9352900,4,23,2020,7.7,2.4,4.9
USGS,9352900,4,24,2020,8.2,3,5.2
USGS,9352900,4,25,2020,8.2,2.1,4.8
USGS,9352900,4,26,2020,7.5,2.7,4.9
USGS,9352900,4,27,2020,7.9,3,5
USGS,9352900,4,28,2020,8.5,2.9,5.1
USGS,9352900,4,29,2020,8.5,2.8,5
USGS,9352900,4,30,2020,7.4,3,4.8
USGS,9352900,5,1,2020,8.4,3.2,5.1
USGS,9352900,5,2,2020,7.8,3.1,4.9
USGS,9352900,5,3,2020,8.1,3.1,5.1
USGS,9352900,5,4,2020,8,3.2,5.1
USGS,9352900,5,5,2020,7.9,2.8,4.8
USGS,9352900,5,6,2020,7.8,2.6,4.8
USGS,9352900,5,7,2020,8.1,3,5.1
USGS,9352900,5,8,2020,7.7,2.1,4.6
USGS,9352900,5,9,2020,8.3,2.4,4.9
USGS,9352900,5,10,2020,7.1,2.6,4.7
USGS,9352900,5,11,2020,7.1,4.1,5.3
USGS,9352900,5,12,2020,8.8,3.9,5.9
USGS,9352900,5,13,2020,8.4,3,5.3
USGS,9352900,5,14,2020,8,3.1,5.2
USGS,9352900,5,15,2020,7,3.1,4.9
USGS,9352900,5,16,2020,8.3,3.2,5.4
USGS,9352900,5,17,2020,9.2,3.7,6
USGS,9352900,5,18,2020,9.2,3.5,5.8
USGS,9352900,5,19,2020,7.6,3.7,5.5
USGS,9352900,5,20,2020,8,3.7,5.4
USGS,9352900,5,21,2020,7.9,2.1,4.8
USGS,9352900,5,22,2020,8.7,2.4,5.3
USGS,9352900,5,23,2020,8.5,3.2,5.6
USGS,9352900,5,24,2020,7.6,3.3,5.3
USGS,9352900,5,25,2020,4.7,3.1,3.8
